,oai,datestamp,language,speaker,doi,length,uri,requires,type
3449,oai:crdo.vjf.cnrs.fr:cocoon-75fa6b3a-574c-398b-991a-6c1256e79718,2020-11-28,Nepali,Laphe Dholi,10.24397/PANGLOSS-0000186,352.0,https://cocoon.huma-num.fr/data/archi/masters/125816.wav,,narrative
3450,oai:crdo.vjf.cnrs.fr:cocoon-13d346d8-9862-3951-94ad-a4d587d10c15,2022-03-01,Lahu,Unidentified woman,10.24397/PANGLOSS-0000191,,https://cocoon.huma-num.fr/data/matisoff/masters/crdo-LHU_LAHU_JM_20.xml,oai:crdo.vjf.cnrs.fr:cocoon-c4682e0c-a69c-330b-8697-d12b87accbeb,narrative
3451,oai:crdo.vjf.cnrs.fr:cocoon-c4682e0c-a69c-330b-8697-d12b87accbeb,2020-11-28,Lahu,Unidentified woman,10.24397/PANGLOSS-0000192,185.0,https://cocoon.huma-num.fr/data/archi/masters/145742.wav,,narrative
3452,oai:crdo.vjf.cnrs.fr:cocoon-cfcaad77-28a0-38aa-907c-8f3317c0bf30,2022-03-02,Ajië,"Bwéréxau, Séné",10.24397/PANGLOSS-0000193,,https://cocoon.huma-num.fr/data/lercari/masters/crdo-AJI_IGNAME.xml,oai:crdo.vjf.cnrs.fr:cocoon-6767ba50-bc60-3c81-b273-ef767e367c0c,narrative
3453,oai:crdo.vjf.cnrs.fr:cocoon-6767ba50-bc60-3c81-b273-ef767e367c0c,2020-11-28,Ajië,"Bwéréxau, Séné",10.24397/PANGLOSS-0000194,508.0,https://cocoon.huma-num.fr/data/archi/masters/127571.wav,,narrative
3454,oai:crdo.vjf.cnrs.fr:cocoon-937562e8-186a-367b-a364-1a7d6d9b156e,2022-03-01,Tamang,"Lama, Karma Chedup",10.24397/PANGLOSS-0000195,,https://cocoon.huma-num.fr/data/mazaudon/masters/crdo-TAJ_MOINEAU.xml,oai:crdo.vjf.cnrs.fr:cocoon-c4e751b4-708e-3811-8a40-fcf9b9e19722,narrative
3455,oai:crdo.vjf.cnrs.fr:cocoon-c4e751b4-708e-3811-8a40-fcf9b9e19722,2020-11-28,Tamang,"Lama, Karma Chedup",10.24397/PANGLOSS-0000196,390.0,https://cocoon.huma-num.fr/data/archi/masters/145145.wav,,narrative
3456,oai:crdo.vjf.cnrs.fr:cocoon-a0747c8a-05ed-310c-a3d4-56e7e866b582,2022-03-01,Tamang,Saila de Usatpa,10.24397/PANGLOSS-0000197,,https://cocoon.huma-num.fr/data/mazaudon/masters/crdo-TAJ_ORIGTAM.xml,oai:crdo.vjf.cnrs.fr:cocoon-3ec32f48-d372-3d2c-aa13-06e5d9a1c82d,narrative
3457,oai:crdo.vjf.cnrs.fr:cocoon-3ec32f48-d372-3d2c-aa13-06e5d9a1c82d,2020-11-28,Tamang,Saila de Usatpa,10.24397/PANGLOSS-0000198,256.0,https://cocoon.huma-num.fr/data/archi/masters/145146.wav,,narrative
3458,oai:crdo.vjf.cnrs.fr:cocoon-e086a719-c31f-4680-86a7-19c31f368074,2022-09-28,Tamang,Nima Dolmo Lama,10.24397/pangloss-0007962,138.0,,,narrative
3459,oai:crdo.vjf.cnrs.fr:cocoon-b3ed830d-1888-4d56-ad83-0d18884d5615,2021-02-09,Tamang,,,,https://cocoon.huma-num.fr/data/mazaudon/excerpt1_MAH00057_twolines.xml,oai:crdo.vjf.cnrs.fr:cocoon-e086a719-c31f-4680-86a7-19c31f368074,narrative
3460,oai:crdo.vjf.cnrs.fr:cocoon-6e680701-3b3f-3cd2-99c2-1ed6526c695b,2022-03-02,Araki,Ropo,10.24397/PANGLOSS-0002290,,https://cocoon.huma-num.fr/data/francois/masters/crdo-AKR_CRABE_COCOTIER.xml,oai:crdo.vjf.cnrs.fr:cocoon-36a659c3-8a57-39ea-b622-02b396d5d65f,narrative
3461,oai:crdo.vjf.cnrs.fr:cocoon-36a659c3-8a57-39ea-b622-02b396d5d65f,2021-06-04,Araki,Ropo,10.24397/PANGLOSS-0002291,96.0,https://cocoon.huma-num.fr/data/archi/masters/125678.wav,,narrative
3462,oai:crdo.vjf.cnrs.fr:cocoon-d7f13327-2fac-382b-aae6-83b953689459,2022-03-02,Araki,Lele Moli,10.24397/PANGLOSS-0002292,,https://cocoon.huma-num.fr/data/francois/masters/crdo-AKR_HISTOIRE_ARAKI.xml,oai:crdo.vjf.cnrs.fr:cocoon-5ffcaf9d-3ced-31ff-9d2f-00711be8d98c,narrative
3463,oai:crdo.vjf.cnrs.fr:cocoon-5ffcaf9d-3ced-31ff-9d2f-00711be8d98c,2021-06-04,Araki,Lele Moli,10.24397/PANGLOSS-0002293,84.0,https://cocoon.huma-num.fr/data/archi/masters/125679.wav,,narrative
3464,oai:crdo.vjf.cnrs.fr:cocoon-11f250f0-19f6-308d-8686-8f99b4ce6165,2022-03-02,Araki,Chief Sohe Moli,10.24397/PANGLOSS-0002294,,https://cocoon.huma-num.fr/data/francois/masters/crdo-AKR_PASTOR_SOPE.xml,oai:crdo.vjf.cnrs.fr:cocoon-ab1b0ac1-6553-34a9-a0a6-d6bca277fa87,narrative
3465,oai:crdo.vjf.cnrs.fr:cocoon-ab1b0ac1-6553-34a9-a0a6-d6bca277fa87,2021-06-04,Araki,Chief Sohe Moli,10.24397/PANGLOSS-0002295,77.0,https://cocoon.huma-num.fr/data/archi/masters/125680.wav,,narrative
3466,oai:crdo.vjf.cnrs.fr:cocoon-8ef4bf86-427b-3b7e-a09b-59607c06dbf7,2022-03-02,Araki,Lele Moli,10.24397/PANGLOSS-0002296,,https://cocoon.huma-num.fr/data/francois/masters/crdo-AKR_RAT_OCTOPUS.xml,oai:crdo.vjf.cnrs.fr:cocoon-b11ea8bb-5af5-3395-a69a-956356a36f1b,narrative
3467,oai:crdo.vjf.cnrs.fr:cocoon-b11ea8bb-5af5-3395-a69a-956356a36f1b,2021-06-04,Araki,Lele Moli,10.24397/PANGLOSS-0002297,384.0,https://cocoon.huma-num.fr/data/archi/masters/125681.wav,,narrative
3468,oai:crdo.vjf.cnrs.fr:cocoon-128072b6-49b3-3edf-991d-6eca7d1bf238,2022-02-25,Mwotlap,Moses Meywelgen,10.24397/PANGLOSS-0002298,,https://cocoon.huma-num.fr/data/francois/masters/crdo-MLV_GECKO.xml,oai:crdo.vjf.cnrs.fr:cocoon-b148006e-0711-3e50-9bf3-e997bc51b04c,narrative
3469,oai:crdo.vjf.cnrs.fr:cocoon-b148006e-0711-3e50-9bf3-e997bc51b04c,2021-06-04,Mwotlap,Moses Meywelgen,10.24397/PANGLOSS-0002299,670.0,https://cocoon.huma-num.fr/data/archi/masters/125684.wav,,narrative
3470,oai:crdo.vjf.cnrs.fr:cocoon-761c5715-0a71-3a55-b753-295a22862721,2022-02-25,Mwotlap,Jenifa,10.24397/PANGLOSS-0002300,,https://cocoon.huma-num.fr/data/francois/masters/crdo-MLV_ROMANMANGAN.xml,oai:crdo.vjf.cnrs.fr:cocoon-01ecfc73-bb0e-3e9b-b62a-1aaf9d55fb9b,narrative
3471,oai:crdo.vjf.cnrs.fr:cocoon-01ecfc73-bb0e-3e9b-b62a-1aaf9d55fb9b,2021-06-04,Mwotlap,Jenifa,10.24397/PANGLOSS-0002301,1897.0,https://cocoon.huma-num.fr/data/archi/masters/125685.wav,,narrative
3472,oai:crdo.vjf.cnrs.fr:cocoon-6bcff0d2-453c-35ad-85de-42757f8cb1bb,2022-09-01,Mwesen,chef Tevêt,10.24397/PANGLOSS-0002302,,https://cocoon.huma-num.fr/data/francois/masters/crdo-MSN_QET.xml,oai:crdo.vjf.cnrs.fr:cocoon-b11b6083-91bb-3bc0-b746-6884dbb9f2a7,narrative
3473,oai:crdo.vjf.cnrs.fr:cocoon-b11b6083-91bb-3bc0-b746-6884dbb9f2a7,2021-06-04,Mwesen,chef Tevêt,10.24397/PANGLOSS-0002303,1462.0,https://cocoon.huma-num.fr/data/archi/masters/125686.wav,,narrative
3474,oai:crdo.vjf.cnrs.fr:cocoon-10c70766-2d6d-33b2-97a0-6c962f30e651,2022-09-01,Lakon,Klera Romalev,10.24397/PANGLOSS-0002304,,https://cocoon.huma-num.fr/data/francois/masters/crdo-LKN_WUWUT.xml,oai:crdo.vjf.cnrs.fr:cocoon-90fa1678-f24b-3a45-830a-de38e44e8dd7,narrative
3475,oai:crdo.vjf.cnrs.fr:cocoon-90fa1678-f24b-3a45-830a-de38e44e8dd7,2021-06-04,Lakon,Klera Romalev,10.24397/PANGLOSS-0002305,546.0,https://cocoon.huma-num.fr/data/archi/masters/125683.wav,,narrative
3476,oai:crdo.vjf.cnrs.fr:cocoon-e294ac31-083b-34b0-83c0-05d8340bdba4,2022-09-01,Dorig,John Star,10.24397/PANGLOSS-0002306,,https://cocoon.huma-num.fr/data/francois/masters/crdo-WWO_FARFADETS.xml,oai:crdo.vjf.cnrs.fr:cocoon-759cbbf5-4df3-37d5-badd-894f4cc73007,narrative
3477,oai:crdo.vjf.cnrs.fr:cocoon-759cbbf5-4df3-37d5-badd-894f4cc73007,2021-06-04,Dorig,John Star,10.24397/PANGLOSS-0002307,582.0,https://cocoon.huma-num.fr/data/archi/masters/125687.wav,,narrative
3478,oai:crdo.vjf.cnrs.fr:cocoon-2bfa783b-51a7-38f9-9da9-c03644c29b9c,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002308,1119.0,https://cocoon.huma-num.fr/data/archi/masters/147589.wav,,singing
3479,oai:crdo.vjf.cnrs.fr:cocoon-a6881b36-f6e5-3206-be99-61c99886c5fd,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002309,99.0,https://cocoon.huma-num.fr/data/archi/masters/147590.wav,,singing
3480,oai:crdo.vjf.cnrs.fr:cocoon-ace19252-5c2e-34a8-b2f6-0a0626c55527,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002310,1195.0,https://cocoon.huma-num.fr/data/archi/masters/147591.wav,,singing
3481,oai:crdo.vjf.cnrs.fr:cocoon-c06b3b61-5900-3a77-945d-531f71078c6a,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002311,1039.0,https://cocoon.huma-num.fr/data/archi/masters/147592.wav,,singing
3482,oai:crdo.vjf.cnrs.fr:cocoon-dbccf0bb-7a91-305d-91ee-e64d1c974f83,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002312,133.0,https://cocoon.huma-num.fr/data/archi/masters/147593.wav,,singing
3483,oai:crdo.vjf.cnrs.fr:cocoon-c23acac7-69b7-3411-97f5-e866691c9614,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002313,2813.0,https://cocoon.huma-num.fr/data/archi/masters/147594.wav,,singing
3484,oai:crdo.vjf.cnrs.fr:cocoon-28532f1d-7213-3a61-b129-1e66304d82ca,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002314,1061.0,https://cocoon.huma-num.fr/data/archi/masters/147595.wav,,singing
3485,oai:crdo.vjf.cnrs.fr:cocoon-9c053a96-862b-3fa2-92da-66170b930371,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002315,651.0,https://cocoon.huma-num.fr/data/archi/masters/147606.wav,,singing
3486,oai:crdo.vjf.cnrs.fr:cocoon-a6755d72-4d4a-3a61-9e48-e4409d8f1490,2021-06-04,Mwotlap,"Hosea, Frank",10.24397/PANGLOSS-0002316,1085.0,https://cocoon.huma-num.fr/data/archi/masters/147596.wav,,narrative
3487,oai:crdo.vjf.cnrs.fr:cocoon-d0daf77e-f799-38b0-88e6-7173c01be8fd,2021-06-04,Mwotlap,"Hosea, Frank",10.24397/PANGLOSS-0002317,626.0,https://cocoon.huma-num.fr/data/archi/masters/147597.wav,,narrative
3488,oai:crdo.vjf.cnrs.fr:cocoon-5218367c-541b-3214-9c99-b071e069d58c,2021-06-04,Mwotlap,Medley,10.24397/PANGLOSS-0002318,734.0,https://cocoon.huma-num.fr/data/archi/masters/147598.wav,,narrative
3489,oai:crdo.vjf.cnrs.fr:cocoon-dd9889d8-b0a2-33f4-ab6e-0760aed5546a,2021-06-04,Mwotlap,"Lobu, Alfred",10.24397/PANGLOSS-0002319,782.0,https://cocoon.huma-num.fr/data/archi/masters/147599.wav,,narrative
3490,oai:crdo.vjf.cnrs.fr:cocoon-f96f3f9b-36ef-3f17-b722-9042fe60e3f6,2021-06-04,Mwotlap,"Hosea, Frank",10.24397/PANGLOSS-0002320,1285.0,https://cocoon.huma-num.fr/data/archi/masters/147600.wav,,narrative
3491,oai:crdo.vjf.cnrs.fr:cocoon-155ae3c6-15af-3d4c-8d56-6447274e5aa0,2021-06-04,Mwotlap,"Hosea, Frank",10.24397/PANGLOSS-0002321,58.0,https://cocoon.huma-num.fr/data/archi/masters/147601.wav,,singing
3492,oai:crdo.vjf.cnrs.fr:cocoon-0268a045-f2a7-37c0-bb67-1a0f0c3e0775,2021-06-04,Mwotlap,"Lobu, Alfred",10.24397/PANGLOSS-0002322,1365.0,https://cocoon.huma-num.fr/data/archi/masters/147602.wav,,narrative
3493,oai:crdo.vjf.cnrs.fr:cocoon-21eb54b1-9dd1-3172-985c-b8ade1afc1fc,2021-06-04,Mwotlap,Mele,10.24397/PANGLOSS-0002323,571.0,https://cocoon.huma-num.fr/data/archi/masters/147603.wav,,narrative
3494,oai:crdo.vjf.cnrs.fr:cocoon-84d73d96-4862-3282-a510-cd2597f95734,2021-06-04,Mwotlap,Mele,10.24397/PANGLOSS-0002324,538.0,https://cocoon.huma-num.fr/data/archi/masters/147604.wav,,narrative
3495,oai:crdo.vjf.cnrs.fr:cocoon-c993d407-7d87-3659-93e4-031926418a4a,2021-06-04,Mwotlap,Mele,10.24397/PANGLOSS-0002325,459.0,https://cocoon.huma-num.fr/data/archi/masters/147605.wav,,narrative
3496,oai:crdo.vjf.cnrs.fr:cocoon-4bf9a57e-34e1-33c2-aa71-269780ccb655,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002326,123.0,https://cocoon.huma-num.fr/data/archi/masters/147648.wav,,singing
3497,oai:crdo.vjf.cnrs.fr:cocoon-e4956dec-95b5-37e2-973e-e0bd9c814945,2021-06-04,Mwotlap,Yeket,10.24397/PANGLOSS-0002327,246.0,https://cocoon.huma-num.fr/data/archi/masters/147610.wav,,narrative
3498,oai:crdo.vjf.cnrs.fr:cocoon-a4e50cf2-59b8-3c06-8828-fa62b80325fe,2021-06-04,Mwotlap,Cecilia,10.24397/PANGLOSS-0002328,163.0,https://cocoon.huma-num.fr/data/archi/masters/147607.wav,,narrative
3499,oai:crdo.vjf.cnrs.fr:cocoon-c19e1b12-ac39-3fed-9dbf-b21fc0ef181f,2021-06-04,Mwotlap,Tagalan,10.24397/PANGLOSS-0002329,271.0,https://cocoon.huma-num.fr/data/archi/masters/147608.wav,,narrative
3500,oai:crdo.vjf.cnrs.fr:cocoon-7dceeae3-cf55-37c5-b6b7-5841d544b206,2021-06-04,Mwotlap,Cecilia,10.24397/PANGLOSS-0002330,680.0,https://cocoon.huma-num.fr/data/archi/masters/147609.wav,,narrative
3501,oai:crdo.vjf.cnrs.fr:cocoon-c1b6c842-4124-324e-b7f8-67b215ce475a,2021-06-04,Mwotlap,Mele,10.24397/PANGLOSS-0002331,79.0,https://cocoon.huma-num.fr/data/archi/masters/147618.wav,,singing
3502,oai:crdo.vjf.cnrs.fr:cocoon-1b453407-ae40-3773-80d6-4f734cf5636b,2021-06-04,Mwotlap,Joe Bristo,10.24397/PANGLOSS-0002332,298.0,https://cocoon.huma-num.fr/data/archi/masters/147611.wav,,narrative
3503,oai:crdo.vjf.cnrs.fr:cocoon-15a7c41e-f114-3674-9091-ec6d79888e7e,2021-06-04,Mwotlap,Trevo,10.24397/PANGLOSS-0002333,287.0,https://cocoon.huma-num.fr/data/archi/masters/147612.wav,,narrative
3504,oai:crdo.vjf.cnrs.fr:cocoon-2ac20bd1-6172-37fa-bf0a-c2a1a254cfdd,2021-06-04,Mwotlap,Selva,10.24397/PANGLOSS-0002334,161.0,https://cocoon.huma-num.fr/data/archi/masters/147613.wav,,narrative
3505,oai:crdo.vjf.cnrs.fr:cocoon-572cd90e-663e-33a4-924b-607545fd342b,2021-06-04,Mwotlap,Joe Bristo,10.24397/PANGLOSS-0002335,483.0,https://cocoon.huma-num.fr/data/archi/masters/147614.wav,,narrative
3506,oai:crdo.vjf.cnrs.fr:cocoon-d0475ebf-4ba1-300f-be77-634e1a6b4aa7,2021-06-04,Mwotlap,Joe Bristo,10.24397/PANGLOSS-0002336,378.0,https://cocoon.huma-num.fr/data/archi/masters/147615.wav,,narrative
3507,oai:crdo.vjf.cnrs.fr:cocoon-8eb47dbc-1f4e-322d-a7a3-54401b13cd95,2021-06-04,Mwotlap,Konistan,10.24397/PANGLOSS-0002337,808.0,https://cocoon.huma-num.fr/data/archi/masters/147616.wav,,narrative
3508,oai:crdo.vjf.cnrs.fr:cocoon-c810ae53-eb1c-302c-a07d-0fbafd140cc4,2021-06-04,Mwotlap,Chief Railey,10.24397/PANGLOSS-0002338,889.0,https://cocoon.huma-num.fr/data/archi/masters/147617.wav,,narrative
3509,oai:crdo.vjf.cnrs.fr:cocoon-d026613f-2f0f-3724-a948-3d4bd8a026b6,2021-06-04,Mwotlap,Yeket,10.24397/PANGLOSS-0002339,767.0,https://cocoon.huma-num.fr/data/archi/masters/147629.wav,,narrative
3510,oai:crdo.vjf.cnrs.fr:cocoon-08536c9e-cbe9-3a18-b2be-8a78a134e951,2021-06-04,Mwotlap,Paroissiens de Lahlap,10.24397/PANGLOSS-0002340,209.0,https://cocoon.huma-num.fr/data/archi/masters/147619.wav,,narrative
3511,oai:crdo.vjf.cnrs.fr:cocoon-5d279d29-c055-33fc-be99-a3702ba4e069,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002341,121.0,https://cocoon.huma-num.fr/data/archi/masters/147620.wav,,singing
3512,oai:crdo.vjf.cnrs.fr:cocoon-82f56ae6-d557-35ec-90e0-c0f93e195be9,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002342,93.0,https://cocoon.huma-num.fr/data/archi/masters/147621.wav,,singing
3513,oai:crdo.vjf.cnrs.fr:cocoon-d460b370-a4b4-38f0-a5c7-0b24c41ba4e0,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002343,83.0,https://cocoon.huma-num.fr/data/archi/masters/147622.wav,,singing
3514,oai:crdo.vjf.cnrs.fr:cocoon-0890d331-4b9d-3291-87ce-5bf14ffcf1b1,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002344,89.0,https://cocoon.huma-num.fr/data/archi/masters/147623.wav,,singing
3515,oai:crdo.vjf.cnrs.fr:cocoon-373e44ee-008b-30ea-a624-ecfb6c4ed409,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002345,93.0,https://cocoon.huma-num.fr/data/archi/masters/147624.wav,,singing
3516,oai:crdo.vjf.cnrs.fr:cocoon-83a38943-5ee7-325e-9c79-613ba4f1bdac,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002346,73.0,https://cocoon.huma-num.fr/data/archi/masters/147625.wav,,singing
3517,oai:crdo.vjf.cnrs.fr:cocoon-9c90c53c-608f-3dbf-80b5-f1d978be650d,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002347,56.0,https://cocoon.huma-num.fr/data/archi/masters/147626.wav,,singing
3518,oai:crdo.vjf.cnrs.fr:cocoon-b2caab7a-cbd3-369d-a206-87d33ad37605,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002348,92.0,https://cocoon.huma-num.fr/data/archi/masters/147627.wav,,singing
3519,oai:crdo.vjf.cnrs.fr:cocoon-b848a98c-882c-36c7-b931-d6c3fe5c1c23,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002349,29.0,https://cocoon.huma-num.fr/data/archi/masters/147628.wav,,singing
3520,oai:crdo.vjf.cnrs.fr:cocoon-60555da5-0806-39dd-b695-3f901fba6c81,2021-06-04,Mwotlap,Yeket,10.24397/PANGLOSS-0002350,213.0,https://cocoon.huma-num.fr/data/archi/masters/147640.wav,,narrative
3521,oai:crdo.vjf.cnrs.fr:cocoon-fff59833-37c9-3484-aa9f-66152763b2c3,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002351,1770.0,https://cocoon.huma-num.fr/data/archi/masters/147630.wav,,singing
3522,oai:crdo.vjf.cnrs.fr:cocoon-215fe5e3-8555-378c-9b23-aae7eb4bd5fd,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002352,612.0,https://cocoon.huma-num.fr/data/archi/masters/147631.wav,,singing
3523,oai:crdo.vjf.cnrs.fr:cocoon-09005c7c-3106-3ea1-9c65-12551ade3993,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002353,1797.0,https://cocoon.huma-num.fr/data/archi/masters/147632.wav,,singing
3524,oai:crdo.vjf.cnrs.fr:cocoon-8ef5e576-da97-3f3a-bbd6-07152c8e5abb,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002354,310.0,https://cocoon.huma-num.fr/data/archi/masters/147633.wav,,singing
3525,oai:crdo.vjf.cnrs.fr:cocoon-093917f2-add0-364d-92b3-46b06d35ff14,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002355,846.0,https://cocoon.huma-num.fr/data/archi/masters/147634.wav,,singing
3526,oai:crdo.vjf.cnrs.fr:cocoon-3c29fa0b-e882-3e61-b088-d6a7c24043d0,2021-06-08,Mwotlap,,10.24397/PANGLOSS-0002356,56.0,https://cocoon.huma-num.fr/data/archi/masters/147635.wav,,singing
3527,oai:crdo.vjf.cnrs.fr:cocoon-305fcaec-ff9b-3d62-9105-faf07fd3da85,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002357,45.0,https://cocoon.huma-num.fr/data/archi/masters/147636.wav,,narrative
3528,oai:crdo.vjf.cnrs.fr:cocoon-773197a9-31a6-341f-8f5e-fcb2a969cf37,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002358,967.0,https://cocoon.huma-num.fr/data/archi/masters/147637.wav,,singing
3529,oai:crdo.vjf.cnrs.fr:cocoon-2688cc23-d512-3ea7-b57e-afc96cd63e4c,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002359,56.0,https://cocoon.huma-num.fr/data/archi/masters/147638.wav,,narrative
3530,oai:crdo.vjf.cnrs.fr:cocoon-55649b06-8fce-33e8-8a6b-ed59f8337f9d,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002360,1591.0,https://cocoon.huma-num.fr/data/archi/masters/147639.wav,,singing
3531,oai:crdo.vjf.cnrs.fr:cocoon-d613d8e5-0f75-3fd5-8b8d-89fac7b5f4c6,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002362,1203.0,https://cocoon.huma-num.fr/data/archi/masters/147641.wav,,singing
3532,oai:crdo.vjf.cnrs.fr:cocoon-d25388df-1ab3-3017-8146-10a911c34401,2021-06-04,Mwotlap,Chief Albi,10.24397/PANGLOSS-0002363,496.0,https://cocoon.huma-num.fr/data/archi/masters/147643.wav,,narrative
3533,oai:crdo.vjf.cnrs.fr:cocoon-c9a834b7-338d-34a6-b412-3d8cd2385554,2021-06-04,Mwotlap,Lorin,10.24397/PANGLOSS-0002364,775.0,https://cocoon.huma-num.fr/data/archi/masters/147644.wav,,narrative
3534,oai:crdo.vjf.cnrs.fr:cocoon-ba4f7d93-9a53-38ff-b5de-c5922eb12546,2021-06-04,Mwotlap,Lorin,10.24397/PANGLOSS-0002365,595.0,https://cocoon.huma-num.fr/data/archi/masters/147645.wav,,narrative
3535,oai:crdo.vjf.cnrs.fr:cocoon-2cb36bcb-9893-3536-b378-8db230903110,2021-06-04,Mwotlap,Seron,10.24397/PANGLOSS-0002366,218.0,https://cocoon.huma-num.fr/data/archi/masters/147646.wav,,narrative
3536,oai:crdo.vjf.cnrs.fr:cocoon-7e5ed456-7cce-3e42-b9b0-90c59a56c94c,2021-06-04,Mwotlap,Kenneth,10.24397/PANGLOSS-0002367,249.0,https://cocoon.huma-num.fr/data/archi/masters/147647.wav,,narrative
3537,oai:crdo.vjf.cnrs.fr:cocoon-563b8b07-9033-3868-bf69-a2d2d0e3bf4c,2021-06-04,Mwotlap,Lorin,10.24397/PANGLOSS-0002369,438.0,https://cocoon.huma-num.fr/data/archi/masters/147649.wav,,narrative
3538,oai:crdo.vjf.cnrs.fr:cocoon-61c25837-64f7-39cd-ab9a-27d1c0742a4a,2021-06-04,Mwotlap,Chief Bob de Wovet,10.24397/PANGLOSS-0002370,309.0,https://cocoon.huma-num.fr/data/archi/masters/147650.wav,,narrative
3539,oai:crdo.vjf.cnrs.fr:cocoon-bd0d318e-88ae-3812-83c6-401da2f96bc3,2021-06-04,Mwotlap,Woklo,10.24397/PANGLOSS-0002371,848.0,https://cocoon.huma-num.fr/data/archi/masters/147651.wav,,narrative
3540,oai:crdo.vjf.cnrs.fr:cocoon-f08889d5-7323-3820-a2be-fa12fa72a848,2021-06-04,Mwotlap,Karen,10.24397/PANGLOSS-0002372,99.0,https://cocoon.huma-num.fr/data/archi/masters/147652.wav,,narrative
3541,oai:crdo.vjf.cnrs.fr:cocoon-8cda586a-d1ed-3474-8af4-dddb025c4a52,2021-06-04,Mwotlap,David de Toglag,10.24397/PANGLOSS-0002373,580.0,https://cocoon.huma-num.fr/data/archi/masters/147653.wav,,narrative
3542,oai:crdo.vjf.cnrs.fr:cocoon-437568a4-c69a-37fb-952e-fe22ccf564a3,2021-06-04,Mwotlap,Madeleine de Toglag,10.24397/PANGLOSS-0002374,190.0,https://cocoon.huma-num.fr/data/archi/masters/147654.wav,,narrative
3543,oai:crdo.vjf.cnrs.fr:cocoon-80334acb-5774-3007-ac3d-7b2f76a1f801,2021-06-04,Mwotlap,David de Toglag,10.24397/PANGLOSS-0002375,995.0,https://cocoon.huma-num.fr/data/archi/masters/147655.wav,,narrative
3544,oai:crdo.vjf.cnrs.fr:cocoon-d079ca1d-1a97-374d-98ea-7ad975a5fd6f,2021-06-04,Mwotlap,Mary,10.24397/PANGLOSS-0002376,201.0,https://cocoon.huma-num.fr/data/archi/masters/147656.wav,,narrative
3545,oai:crdo.vjf.cnrs.fr:cocoon-8558f1ce-3510-3cb4-9dd3-32048368715e,2021-06-04,Mwotlap,Freddy,10.24397/PANGLOSS-0002377,74.0,https://cocoon.huma-num.fr/data/archi/masters/147657.wav,,narrative
3546,oai:crdo.vjf.cnrs.fr:cocoon-eae21dc7-d154-3646-a84a-0d8c0877e8a9,2021-06-04,Mwotlap,David de Toglag,10.24397/PANGLOSS-0002378,352.0,https://cocoon.huma-num.fr/data/archi/masters/147659.wav,,narrative
3547,oai:crdo.vjf.cnrs.fr:cocoon-1fbade52-77cd-3ece-801c-7e2bd21b0cbb,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002379,193.0,https://cocoon.huma-num.fr/data/archi/masters/147670.wav,,singing
3548,oai:crdo.vjf.cnrs.fr:cocoon-fbd445ea-e999-331b-84c7-ec0bef8e82d9,2021-06-04,Mwotlap,Mary et Madeleine de Toglag,10.24397/PANGLOSS-0002380,445.0,https://cocoon.huma-num.fr/data/archi/masters/147661.wav,,narrative
3549,oai:crdo.vjf.cnrs.fr:cocoon-8dab7142-b395-372e-aa04-f7a2edded3c1,2021-06-07,Mwotlap,Jenifa,10.24397/PANGLOSS-0002381,1897.0,https://cocoon.huma-num.fr/data/archi/masters/147662.wav,,narrative
3550,oai:crdo.vjf.cnrs.fr:cocoon-97796d66-fbd7-3bf6-bc25-eac30dcb561b,2021-06-04,Mwotlap,Faina,10.24397/PANGLOSS-0002382,575.0,https://cocoon.huma-num.fr/data/archi/masters/147663.wav,,narrative
