,oai,datestamp,language,speaker,doi,length,uri,requires,type
3551,oai:crdo.vjf.cnrs.fr:cocoon-6783b9f8-d5d7-3eb2-95dd-8154e88613fb,2021-06-04,Mwotlap,Jon Demwet,10.24397/PANGLOSS-0002383,551.0,https://cocoon.huma-num.fr/data/archi/masters/147664.wav,,narrative
3552,oai:crdo.vjf.cnrs.fr:cocoon-826c337d-3908-30e5-8961-bda9f803320c,2021-06-04,Mwotlap,Mary,10.24397/PANGLOSS-0002384,335.0,https://cocoon.huma-num.fr/data/archi/masters/147665.wav,,narrative
3553,oai:crdo.vjf.cnrs.fr:cocoon-5df7890a-9121-3b90-896f-fd978eb2fc7c,2021-06-04,Mwotlap,Woklo,10.24397/PANGLOSS-0002385,4386.0,https://cocoon.huma-num.fr/data/archi/masters/147666.wav,,narrative
3554,oai:crdo.vjf.cnrs.fr:cocoon-a35d1652-d2d6-3b38-b007-1409677f09e5,2021-06-04,Mwotlap,Woklo,10.24397/PANGLOSS-0002386,330.0,https://cocoon.huma-num.fr/data/archi/masters/147667.wav,,narrative
3555,oai:crdo.vjf.cnrs.fr:cocoon-52b08a87-de62-3898-bbe9-3b88861042dd,2021-06-04,Mwotlap,Jif Selwi,10.24397/PANGLOSS-0002387,561.0,https://cocoon.huma-num.fr/data/archi/masters/147668.wav,,narrative
3556,oai:crdo.vjf.cnrs.fr:cocoon-3269e28c-a46f-3ff5-93be-e2119e971d92,2021-08-22,Mwotlap,Woklo,10.24397/PANGLOSS-0002388,1963.0,https://cocoon.huma-num.fr/data/archi/masters/147669.wav,,narrative
3557,oai:crdo.vjf.cnrs.fr:cocoon-5c86f931-991e-3a6d-9fdf-5abd93ec982f,2021-06-04,Mwotlap,Woklo,10.24397/PANGLOSS-0002389,2089.0,https://cocoon.huma-num.fr/data/archi/masters/147671.wav,,narrative
3558,oai:crdo.vjf.cnrs.fr:cocoon-7ce9ff97-5e6e-391e-9f32-846d1a5dfad5,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002390,132.0,https://cocoon.huma-num.fr/data/archi/masters/147680.wav,,singing
3559,oai:crdo.vjf.cnrs.fr:cocoon-06aede90-9fb5-30b1-9cfb-d681a015a244,2021-06-04,Mwotlap,Robertson Apet,10.24397/PANGLOSS-0002391,690.0,https://cocoon.huma-num.fr/data/archi/masters/147672.wav,,narrative
3560,oai:crdo.vjf.cnrs.fr:cocoon-21374aa3-5051-3985-bf47-dd27953aa225,2021-06-04,Mwotlap,Robertson Apet,10.24397/PANGLOSS-0002392,64.0,https://cocoon.huma-num.fr/data/archi/masters/147673.wav,,narrative
3561,oai:crdo.vjf.cnrs.fr:cocoon-2bb7c4db-3136-3fda-b32f-fec29cc38d04,2021-06-04,Mwotlap,Robertson Apet,10.24397/PANGLOSS-0002393,313.0,https://cocoon.huma-num.fr/data/archi/masters/147674.wav,,narrative
3562,oai:crdo.vjf.cnrs.fr:cocoon-640dbd57-e081-3d27-aa93-bbd87fc75af6,2021-06-04,Mwotlap,Jif Selwi,10.24397/PANGLOSS-0002394,575.0,https://cocoon.huma-num.fr/data/archi/masters/147675.wav,,narrative
3563,oai:crdo.vjf.cnrs.fr:cocoon-cb2042b5-2dfa-3904-8ff5-57db06d9ec40,2021-06-04,Mwotlap,Lamis,10.24397/PANGLOSS-0002395,267.0,https://cocoon.huma-num.fr/data/archi/masters/147676.wav,,narrative
3564,oai:crdo.vjf.cnrs.fr:cocoon-7e2adfb2-1a42-3d5c-9ce1-02f8f4d0cff8,2021-06-04,Mwotlap,Lamis,10.24397/PANGLOSS-0002396,548.0,https://cocoon.huma-num.fr/data/archi/masters/147677.wav,,narrative
3565,oai:crdo.vjf.cnrs.fr:cocoon-7c770f5c-3020-37ae-8b0d-41acac428cfd,2021-06-04,Mwotlap,Lamis,10.24397/PANGLOSS-0002397,711.0,https://cocoon.huma-num.fr/data/archi/masters/147678.wav,,narrative
3566,oai:crdo.vjf.cnrs.fr:cocoon-28e0ed4e-3801-3075-80b8-02931d0ddaac,2021-06-04,Mwotlap,Lamis,10.24397/PANGLOSS-0002398,190.0,https://cocoon.huma-num.fr/data/archi/masters/147679.wav,,narrative
3567,oai:crdo.vjf.cnrs.fr:cocoon-8a06793a-173f-3816-bf23-58c649d6d343,2021-06-04,Mwotlap,Lamis,10.24397/PANGLOSS-0002399,1263.0,https://cocoon.huma-num.fr/data/archi/masters/147681.wav,,narrative
3568,oai:crdo.vjf.cnrs.fr:cocoon-cfb3424c-2d00-334a-8b0f-33fe9c4d32c6,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002400,149.0,https://cocoon.huma-num.fr/data/archi/masters/147689.wav,,singing
3569,oai:crdo.vjf.cnrs.fr:cocoon-56f8b9dc-6338-3b58-b3c4-143769c7226e,2021-06-04,Mwotlap,Lamis,10.24397/PANGLOSS-0002401,245.0,https://cocoon.huma-num.fr/data/archi/masters/147682.wav,,narrative
3570,oai:crdo.vjf.cnrs.fr:cocoon-5b2e7b11-f615-3123-850d-6dde0a006233,2021-06-04,Mwotlap,Makra,10.24397/PANGLOSS-0002402,364.0,https://cocoon.huma-num.fr/data/archi/masters/147683.wav,,narrative
3571,oai:crdo.vjf.cnrs.fr:cocoon-c9d44d34-ae8f-3724-b648-de05d4858264,2021-06-04,Mwotlap,Makra,10.24397/PANGLOSS-0002403,540.0,https://cocoon.huma-num.fr/data/archi/masters/147684.wav,,narrative
3572,oai:crdo.vjf.cnrs.fr:cocoon-51804f5e-0c0f-33f4-81fe-6821e4425dda,2021-06-04,Mwotlap,Albi,10.24397/PANGLOSS-0002404,679.0,https://cocoon.huma-num.fr/data/archi/masters/147685.wav,,narrative
3573,oai:crdo.vjf.cnrs.fr:cocoon-518c3e19-a292-3df5-978b-252790341c75,2021-06-04,Mwotlap,Robertson Apet,10.24397/PANGLOSS-0002405,455.0,https://cocoon.huma-num.fr/data/archi/masters/147686.wav,,narrative
3574,oai:crdo.vjf.cnrs.fr:cocoon-78a8b4b7-4300-3c7e-837a-85fdfc287ac3,2021-06-04,Mwotlap,Robertson Apet,10.24397/PANGLOSS-0002406,39.0,https://cocoon.huma-num.fr/data/archi/masters/147687.wav,,narrative
3575,oai:crdo.vjf.cnrs.fr:cocoon-aca7c726-c99d-351f-87ac-24ff0d4870d8,2021-06-04,Mwotlap,Masiro Numleas,10.24397/PANGLOSS-0002407,853.0,https://cocoon.huma-num.fr/data/archi/masters/147688.wav,,narrative
3576,oai:crdo.vjf.cnrs.fr:cocoon-df3e8fd0-a9ea-30ab-bc07-abbcd3c20b01,2021-06-04,Mwotlap,Masiro Numleas,10.24397/PANGLOSS-0002408,994.0,https://cocoon.huma-num.fr/data/archi/masters/147691.wav,,narrative
3577,oai:crdo.vjf.cnrs.fr:cocoon-2bc63573-03e4-3709-94b0-f04f2edece2f,2021-06-04,Mwotlap,Masiro Numleas,10.24397/PANGLOSS-0002409,1118.0,https://cocoon.huma-num.fr/data/archi/masters/147692.wav,,narrative
3578,oai:crdo.vjf.cnrs.fr:cocoon-1a4fa756-92f1-3aa1-97ec-0b83539ab1fd,2021-06-04,Mwotlap,Masiro Numleas,10.24397/PANGLOSS-0002410,773.0,https://cocoon.huma-num.fr/data/archi/masters/147693.wav,,narrative
3579,oai:crdo.vjf.cnrs.fr:cocoon-b6a12cdd-861f-3d41-9ec2-81eb0c87b32a,2021-06-04,Mwotlap,Malkikyak Jon Stil Browning,10.24397/PANGLOSS-0002411,586.0,https://cocoon.huma-num.fr/data/archi/masters/147704.wav,,narrative
3580,oai:crdo.vjf.cnrs.fr:cocoon-02a6cd1a-7e4a-3c0d-9cf3-997e3389df76,2021-06-04,Mwotlap,Masiro Numleas,10.24397/PANGLOSS-0002412,826.0,https://cocoon.huma-num.fr/data/archi/masters/147694.wav,,narrative
3581,oai:crdo.vjf.cnrs.fr:cocoon-749063a3-1e94-35ea-9c18-1385e8394a6c,2021-06-04,Mwotlap,Richard Woris Lerig,10.24397/PANGLOSS-0002413,1655.0,https://cocoon.huma-num.fr/data/archi/masters/147696.wav,,narrative
3582,oai:crdo.vjf.cnrs.fr:cocoon-4e42b98c-65ec-319a-af43-12baf70806dd,2021-06-04,Mwotlap,David Han,10.24397/PANGLOSS-0002414,429.0,https://cocoon.huma-num.fr/data/archi/masters/147695.wav,,narrative
3583,oai:crdo.vjf.cnrs.fr:cocoon-8b9814f0-d1d1-3a26-9591-e8dde4b1d62e,2021-06-04,Mwotlap,David Han,10.24397/PANGLOSS-0002415,2253.0,https://cocoon.huma-num.fr/data/archi/masters/147697.wav,,narrative
3584,oai:crdo.vjf.cnrs.fr:cocoon-b1c33f59-0433-36e4-b98f-26fc6fb692db,2021-06-04,Mwotlap,Joe Bristo,10.24397/PANGLOSS-0002416,32.0,https://cocoon.huma-num.fr/data/archi/masters/147698.wav,,narrative
3585,oai:crdo.vjf.cnrs.fr:cocoon-8ae03cce-135b-3660-93fa-b1acc73a873c,2021-06-04,Mwotlap,Joe Bristo,10.24397/PANGLOSS-0002417,837.0,https://cocoon.huma-num.fr/data/archi/masters/147699.wav,,narrative
3586,oai:crdo.vjf.cnrs.fr:cocoon-e1394ad1-49e1-3790-b568-7efb17fda084,2021-06-04,Mwotlap,Anias,10.24397/PANGLOSS-0002418,1659.0,https://cocoon.huma-num.fr/data/archi/masters/147700.wav,,narrative
3587,oai:crdo.vjf.cnrs.fr:cocoon-e99d2705-f57c-3d33-91b5-500a71ba1885,2021-06-04,Mwotlap,Moses Meywelgen,10.24397/PANGLOSS-0002419,655.0,https://cocoon.huma-num.fr/data/archi/masters/147701.wav,,narrative
3588,oai:crdo.vjf.cnrs.fr:cocoon-f55bcdb4-b40f-34ac-bccc-814cc5b54587,2021-07-19,Mwotlap,Moses Meywelgen,10.24397/PANGLOSS-0002420,1732.0,https://cocoon.huma-num.fr/data/archi/masters/147702.wav,,narrative
3589,oai:crdo.vjf.cnrs.fr:cocoon-005f7eac-3a97-330e-b2e7-3ad17091aac0,2021-06-04,Mwotlap,Moses Meywelgen,10.24397/PANGLOSS-0002421,750.0,https://cocoon.huma-num.fr/data/archi/masters/147703.wav,,narrative
3590,oai:crdo.vjf.cnrs.fr:cocoon-24acdd9a-c10d-348a-a63e-fd569aab2440,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002422,138.0,https://cocoon.huma-num.fr/data/archi/masters/147715.wav,,singing
3591,oai:crdo.vjf.cnrs.fr:cocoon-7cf57d21-d836-37e6-8799-1d40905dac57,2021-06-04,Mwotlap,Moses Meywelgen,10.24397/PANGLOSS-0002423,949.0,https://cocoon.huma-num.fr/data/archi/masters/147706.wav,,narrative
3592,oai:crdo.vjf.cnrs.fr:cocoon-76086982-78a4-354c-a419-c7d2ad76cdcb,2021-06-04,Mwotlap,Moses Meywelgen,10.24397/PANGLOSS-0002424,682.0,https://cocoon.huma-num.fr/data/archi/masters/147707.wav,,narrative
3593,oai:crdo.vjf.cnrs.fr:cocoon-8b0e5401-5ff9-3ac3-a44a-c8889141a4aa,2021-06-04,Mwotlap,Moses Meywelgen,10.24397/PANGLOSS-0002425,1830.0,https://cocoon.huma-num.fr/data/archi/masters/147708.wav,,narrative
3594,oai:crdo.vjf.cnrs.fr:cocoon-003f9225-3dd0-30b0-8d96-e33099016dc4,2021-06-04,Mwotlap,Mini,10.24397/PANGLOSS-0002426,318.0,https://cocoon.huma-num.fr/data/archi/masters/147709.wav,,narrative
3595,oai:crdo.vjf.cnrs.fr:cocoon-283bdb35-e5a5-3915-bb93-8538255d9690,2021-06-04,Mwotlap,Mini,10.24397/PANGLOSS-0002427,744.0,https://cocoon.huma-num.fr/data/archi/masters/147710.wav,,narrative
3596,oai:crdo.vjf.cnrs.fr:cocoon-f8a97a53-63f8-3c0c-a586-065cbd83f7fd,2021-06-04,Mwotlap,Mini,10.24397/PANGLOSS-0002428,617.0,https://cocoon.huma-num.fr/data/archi/masters/147711.wav,,narrative
3597,oai:crdo.vjf.cnrs.fr:cocoon-8209579f-8372-3521-88a3-d6c2bf14bc47,2021-06-04,Mwotlap,Rose,10.24397/PANGLOSS-0002429,198.0,https://cocoon.huma-num.fr/data/archi/masters/147712.wav,,narrative
3598,oai:crdo.vjf.cnrs.fr:cocoon-326c4b57-4cff-3237-ada8-71a3eb310d57,2021-06-04,Mwotlap,Marceline,10.24397/PANGLOSS-0002430,781.0,https://cocoon.huma-num.fr/data/archi/masters/147713.wav,,narrative
3599,oai:crdo.vjf.cnrs.fr:cocoon-899cf4c3-fefc-363b-a102-09b881eb08a8,2021-06-04,Mwotlap,Willy,10.24397/PANGLOSS-0002431,255.0,https://cocoon.huma-num.fr/data/archi/masters/147714.wav,,narrative
3600,oai:crdo.vjf.cnrs.fr:cocoon-a8819477-8783-34d3-8904-8bfc88844e70,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002432,13.0,https://cocoon.huma-num.fr/data/archi/masters/147726.wav,,singing
3601,oai:crdo.vjf.cnrs.fr:cocoon-ae0414e2-a0a7-354a-bd33-cbb6994271e8,2021-06-04,Mwotlap,Wolta Wosei,10.24397/PANGLOSS-0002433,520.0,https://cocoon.huma-num.fr/data/archi/masters/147716.wav,,narrative
3602,oai:crdo.vjf.cnrs.fr:cocoon-6bd32979-7e17-3b08-94c0-1f734871951c,2021-06-04,Mwotlap,Chief Railey,10.24397/PANGLOSS-0002434,638.0,https://cocoon.huma-num.fr/data/archi/masters/147717.wav,,narrative
3603,oai:crdo.vjf.cnrs.fr:cocoon-d6dd85e4-2fae-384e-bbda-0c3ebd0f8416,2021-06-04,Mwotlap,Chief Railey,10.24397/PANGLOSS-0002435,772.0,https://cocoon.huma-num.fr/data/archi/masters/147718.wav,,narrative
3604,oai:crdo.vjf.cnrs.fr:cocoon-54e627a3-53cb-3c40-9aaa-7a9d67cccc60,2021-06-04,Mwotlap,Chief Railey,10.24397/PANGLOSS-0002436,137.0,https://cocoon.huma-num.fr/data/archi/masters/147719.wav,,narrative
3605,oai:crdo.vjf.cnrs.fr:cocoon-1c35d55b-9187-3233-adff-aed10c416b85,2021-06-04,Mwotlap,Chief Railey,10.24397/PANGLOSS-0002437,725.0,https://cocoon.huma-num.fr/data/archi/masters/147720.wav,,narrative
3606,oai:crdo.vjf.cnrs.fr:cocoon-368fe257-d041-3080-9d1a-02aa1e96f50e,2021-06-04,Mwotlap,Wit Samson,10.24397/PANGLOSS-0002438,1358.0,https://cocoon.huma-num.fr/data/archi/masters/147721.wav,,narrative
3607,oai:crdo.vjf.cnrs.fr:cocoon-6d3aafd3-28bc-35f0-901f-b6740f71fd91,2021-06-04,Mwotlap,Wit Samson,10.24397/PANGLOSS-0002439,683.0,https://cocoon.huma-num.fr/data/archi/masters/147722.wav,,narrative
3608,oai:crdo.vjf.cnrs.fr:cocoon-04558d65-8cda-30ca-8a39-f652de074eed,2021-06-04,Mwotlap,Richard Woris Lerig,10.24397/PANGLOSS-0002440,484.0,https://cocoon.huma-num.fr/data/archi/masters/147723.wav,,narrative
3609,oai:crdo.vjf.cnrs.fr:cocoon-a795ebf0-e4c4-3ad7-8fe6-ef515a374aa8,2021-06-04,Mwotlap,Mele,10.24397/PANGLOSS-0002441,546.0,https://cocoon.huma-num.fr/data/archi/masters/147724.wav,,narrative
3610,oai:crdo.vjf.cnrs.fr:cocoon-f4c26a39-9aa0-3c4d-92e3-c630861c5407,2021-06-04,Mwotlap,Mele,10.24397/PANGLOSS-0002442,222.0,https://cocoon.huma-num.fr/data/archi/masters/147725.wav,,narrative
3611,oai:crdo.vjf.cnrs.fr:cocoon-4cb4ae57-e3a6-3991-8cdb-88a30d1452cb,2021-06-04,Mwotlap,"François, Alexandre",10.24397/PANGLOSS-0002443,13.0,https://cocoon.huma-num.fr/data/archi/masters/147737.wav,,narrative
3612,oai:crdo.vjf.cnrs.fr:cocoon-8c83fac3-c452-3d2c-9ff8-6c62d7f113fe,2021-06-04,Mwotlap,Wia,10.24397/PANGLOSS-0002444,574.0,https://cocoon.huma-num.fr/data/archi/masters/147727.wav,,narrative
3613,oai:crdo.vjf.cnrs.fr:cocoon-a60038a2-40ce-3b50-bae2-ff33d1e1d134,2021-06-04,Mwotlap,Mele,10.24397/PANGLOSS-0002445,467.0,https://cocoon.huma-num.fr/data/archi/masters/147728.wav,,narrative
3614,oai:crdo.vjf.cnrs.fr:cocoon-35e4174d-812c-3d38-8737-d18eddfa41ea,2021-06-04,Mwotlap,Angela,10.24397/PANGLOSS-0002446,323.0,https://cocoon.huma-num.fr/data/archi/masters/147729.wav,,narrative
3615,oai:crdo.vjf.cnrs.fr:cocoon-2ab1ad01-a40d-327c-8f32-a6fcd0fdb015,2021-06-04,Mwotlap,Riling,10.24397/PANGLOSS-0002447,433.0,https://cocoon.huma-num.fr/data/archi/masters/147730.wav,,narrative
3616,oai:crdo.vjf.cnrs.fr:cocoon-3355ef69-b871-329b-b416-d3fd140b2799,2021-06-04,Mwotlap,Riling,10.24397/PANGLOSS-0002448,405.0,https://cocoon.huma-num.fr/data/archi/masters/147731.wav,,narrative
3617,oai:crdo.vjf.cnrs.fr:cocoon-4029217c-04a1-3c70-911e-64ad85fd51ed,2021-06-04,Mwotlap,Caroline,10.24397/PANGLOSS-0002449,136.0,https://cocoon.huma-num.fr/data/archi/masters/147732.wav,,narrative
3618,oai:crdo.vjf.cnrs.fr:cocoon-6f49853b-d710-3495-b3f5-b4b7f584c9ec,2021-06-04,Mwotlap,Kenneth,10.24397/PANGLOSS-0002450,244.0,https://cocoon.huma-num.fr/data/archi/masters/147733.wav,,narrative
3619,oai:crdo.vjf.cnrs.fr:cocoon-3b91d5cd-96b2-332e-a22b-9621182926d0,2021-06-04,Mwotlap,Toman,10.24397/PANGLOSS-0002451,201.0,https://cocoon.huma-num.fr/data/archi/masters/147734.wav,,narrative
3620,oai:crdo.vjf.cnrs.fr:cocoon-5ca99dd0-676f-31cd-893a-a1ded85a4f5d,2021-06-04,Mwotlap,Yêkêt,10.24397/PANGLOSS-0002452,754.0,https://cocoon.huma-num.fr/data/archi/masters/147735.wav,,narrative
3621,oai:crdo.vjf.cnrs.fr:cocoon-43b039ce-4084-35ee-a90a-146a6e66a786,2021-06-04,Mwotlap,Toman,10.24397/PANGLOSS-0002453,155.0,https://cocoon.huma-num.fr/data/archi/masters/147736.wav,,narrative
3622,oai:crdo.vjf.cnrs.fr:cocoon-e06fe20e-f43f-3e37-9860-5940ab2c75ce,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002454,118.0,https://cocoon.huma-num.fr/data/archi/masters/147738.wav,,singing
3623,oai:crdo.vjf.cnrs.fr:cocoon-2ef27092-fbe9-3f86-8c58-15b6cfef11ef,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002455,152.0,https://cocoon.huma-num.fr/data/archi/masters/147739.wav,,singing
3624,oai:crdo.vjf.cnrs.fr:cocoon-575d2ccb-1f99-3539-9186-0d4a66346412,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002456,426.0,https://cocoon.huma-num.fr/data/archi/masters/147740.wav,,singing
3625,oai:crdo.vjf.cnrs.fr:cocoon-f4681ec0-72ec-3033-9740-33fc56fdcb8e,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002457,53.0,https://cocoon.huma-num.fr/data/archi/masters/147741.wav,,singing
3626,oai:crdo.vjf.cnrs.fr:cocoon-431c5a9c-ef93-3821-b478-60866f6eacce,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002458,163.0,https://cocoon.huma-num.fr/data/archi/masters/147742.wav,,singing
3627,oai:crdo.vjf.cnrs.fr:cocoon-7c56db49-caab-36f1-b546-5ec33858972f,2021-06-04,Mwotlap,Richard Woris Lerig,10.24397/PANGLOSS-0002459,197.0,https://cocoon.huma-num.fr/data/archi/masters/147743.wav,,narrative
3628,oai:crdo.vjf.cnrs.fr:cocoon-095cda33-7f83-3a66-b5e7-40f4ea9675be,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002460,41.0,https://cocoon.huma-num.fr/data/archi/masters/147744.wav,,singing
3629,oai:crdo.vjf.cnrs.fr:cocoon-aa973d8f-aba4-35f4-a90b-c1e9c11feda1,2021-06-04,Mwotlap,Richard Woris Lerig,10.24397/PANGLOSS-0002461,749.0,https://cocoon.huma-num.fr/data/archi/masters/147745.wav,,narrative
3630,oai:crdo.vjf.cnrs.fr:cocoon-0fcae191-c36b-3828-97be-ede060f9234f,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002462,153.0,https://cocoon.huma-num.fr/data/archi/masters/147746.wav,,singing
3631,oai:crdo.vjf.cnrs.fr:cocoon-bab420aa-2ec7-30db-9c8b-3ca3a1414400,2021-06-04,Mwotlap,Richard Woris Lerig,10.24397/PANGLOSS-0002463,929.0,https://cocoon.huma-num.fr/data/archi/masters/147747.wav,,narrative
3632,oai:crdo.vjf.cnrs.fr:cocoon-5482e90a-2ebe-3f4b-8cd1-a317cf624cac,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002464,58.0,https://cocoon.huma-num.fr/data/archi/masters/147748.wav,,singing
3633,oai:crdo.vjf.cnrs.fr:cocoon-32d527ae-b400-3ef0-8dd1-f6b1f3d3b5c1,2021-06-04,Mwotlap,"François, Alexandre",10.24397/PANGLOSS-0002465,24.0,https://cocoon.huma-num.fr/data/archi/masters/147749.wav,,narrative
3634,oai:crdo.vjf.cnrs.fr:cocoon-3f2722a9-8597-3a7c-a713-421c333b13f8,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002466,192.0,https://cocoon.huma-num.fr/data/archi/masters/147750.wav,,singing
3635,oai:crdo.vjf.cnrs.fr:cocoon-ad533ae1-f9a9-3295-a5c4-c97de68a4c57,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002467,88.0,https://cocoon.huma-num.fr/data/archi/masters/147751.wav,,singing
3636,oai:crdo.vjf.cnrs.fr:cocoon-04e6718f-48dd-30cd-b9f2-6af43b65c3e7,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002468,135.0,https://cocoon.huma-num.fr/data/archi/masters/147752.wav,,singing
3637,oai:crdo.vjf.cnrs.fr:cocoon-1accedef-f2ad-33e5-abd4-f71c0870df68,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002469,769.0,https://cocoon.huma-num.fr/data/archi/masters/147753.wav,,singing
3638,oai:crdo.vjf.cnrs.fr:cocoon-5a81e4e5-6e9e-3414-a6cd-14f4ee172852,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002470,93.0,https://cocoon.huma-num.fr/data/archi/masters/147754.wav,,singing
3639,oai:crdo.vjf.cnrs.fr:cocoon-5666d66c-46cd-3849-9373-c276598bc816,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002471,220.0,https://cocoon.huma-num.fr/data/archi/masters/147755.wav,,singing
3640,oai:crdo.vjf.cnrs.fr:cocoon-20aa7943-faf0-3ffd-9518-8820000c5073,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002472,87.0,https://cocoon.huma-num.fr/data/archi/masters/147756.wav,,singing
3641,oai:crdo.vjf.cnrs.fr:cocoon-89ce418f-a2eb-3b39-95e1-de794efdf4dc,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002473,82.0,https://cocoon.huma-num.fr/data/archi/masters/147757.wav,,singing
3642,oai:crdo.vjf.cnrs.fr:cocoon-96c2eedb-633a-3e1a-9489-e07b5574bc8f,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002474,110.0,https://cocoon.huma-num.fr/data/archi/masters/147758.wav,,singing
3643,oai:crdo.vjf.cnrs.fr:cocoon-2a8479df-8533-3b8f-b84f-83bcd20e9184,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002475,218.0,https://cocoon.huma-num.fr/data/archi/masters/147759.wav,,singing
3644,oai:crdo.vjf.cnrs.fr:cocoon-13534fac-1c65-3a4e-a663-c306b59233c3,2021-06-04,Mwotlap,"François, Alexandre",10.24397/PANGLOSS-0002476,16.0,https://cocoon.huma-num.fr/data/archi/masters/147760.wav,,narrative
3645,oai:crdo.vjf.cnrs.fr:cocoon-b6013166-3d14-3518-a2c5-7df0c3607edf,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002477,303.0,https://cocoon.huma-num.fr/data/archi/masters/147761.wav,,singing
3646,oai:crdo.vjf.cnrs.fr:cocoon-12f08044-5eb4-3ad8-9c6c-870a97cc5fa1,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002478,168.0,https://cocoon.huma-num.fr/data/archi/masters/147762.wav,,singing
3647,oai:crdo.vjf.cnrs.fr:cocoon-128b8fba-be34-3cc6-af1b-a2971ca5b258,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002479,158.0,https://cocoon.huma-num.fr/data/archi/masters/147763.wav,,singing
3648,oai:crdo.vjf.cnrs.fr:cocoon-a3ac9e51-1ed9-3a7a-8b36-38a1a23914a7,2021-06-04,Mwotlap,"François, Alexandre",10.24397/PANGLOSS-0002480,19.0,https://cocoon.huma-num.fr/data/archi/masters/147764.wav,,narrative
3649,oai:crdo.vjf.cnrs.fr:cocoon-ad99b6f5-39cb-3272-a3eb-2a6efa29c275,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002481,188.0,https://cocoon.huma-num.fr/data/archi/masters/147765.wav,,singing
3650,oai:crdo.vjf.cnrs.fr:cocoon-fb07f293-9ff0-3ba4-8b6a-2eed4844c6ba,2021-06-04,Mwotlap,,10.24397/PANGLOSS-0002482,15.0,https://cocoon.huma-num.fr/data/archi/masters/147766.wav,,narrative
3651,oai:crdo.vjf.cnrs.fr:cocoon-0eb42f72-b829-3abc-8b16-88b087485a1c,2021-06-04,Mwotlap,William Haget,10.24397/PANGLOSS-0002483,175.0,https://cocoon.huma-num.fr/data/archi/masters/147767.wav,,narrative
3652,oai:crdo.vjf.cnrs.fr:cocoon-8483355e-3cb1-30d8-9cf1-5669665c9de5,2021-06-04,Mwotlap,"François, Alexandre",10.24397/PANGLOSS-0002484,211.0,https://cocoon.huma-num.fr/data/archi/masters/147768.wav,,narrative
3653,oai:crdo.vjf.cnrs.fr:cocoon-41b961da-f7b1-346b-af68-70fc6bbb8557,2021-06-04,Mwotlap,William Haget,10.24397/PANGLOSS-0002485,119.0,https://cocoon.huma-num.fr/data/archi/masters/147769.wav,,narrative
3654,oai:crdo.vjf.cnrs.fr:cocoon-1cbfe0ff-ccf6-3ee7-a599-7c465d14a715,2021-06-04,Mwotlap,William Haget,10.24397/PANGLOSS-0002486,355.0,https://cocoon.huma-num.fr/data/archi/masters/147770.wav,,narrative
3655,oai:crdo.vjf.cnrs.fr:cocoon-329fd0a1-fa3f-3aeb-b931-b2aecc14b13a,2021-06-04,Mwotlap,William Haget,10.24397/PANGLOSS-0002487,49.0,https://cocoon.huma-num.fr/data/archi/masters/147771.wav,,narrative
3656,oai:crdo.vjf.cnrs.fr:cocoon-d60acdec-d692-3286-b7cb-b412ba5cc3b4,2021-06-04,Mwotlap,William Haget,10.24397/PANGLOSS-0002488,237.0,https://cocoon.huma-num.fr/data/archi/masters/147772.wav,,narrative
3657,oai:crdo.vjf.cnrs.fr:cocoon-cca72193-d77d-356f-9d76-4faf32db8d93,2021-06-04,Mwotlap,"François, Alexandre",10.24397/PANGLOSS-0002491,162.0,https://cocoon.huma-num.fr/data/archi/masters/147775.wav,,narrative
3658,oai:crdo.vjf.cnrs.fr:cocoon-fd197a46-81b6-362a-8992-5af13d79bfcc,2021-07-05,Mwotlap,Taitus Lolo,10.24397/PANGLOSS-0002492,1357.0,https://cocoon.huma-num.fr/data/archi/masters/147776.wav,,narrative
